user_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13
995145409,D,B,A,50.0,nan,nan,D,nan,9,E,B,B,C,A
1643569903,A,B,B,100.0,30,10,A,nan,8,E,B,A,D,B
758701283,B,D,B,nan,50.0,5.0,A,nan,10,E,C,C,C,A
1707233852,C,C,B,nan,10.0,3.0,B,nan,3,E,B,B,C,A
1753768704,D,B,B,nan,30,5,C,買車子,7,C,B,B,D,B
1025113653,C,E,B,,70,9,A,,1,,,,,
1808755994,E,B,B,,10,5,C,,10,E,B,A,E,A
1378260667,C,D,B,,10000,,,,,,,,,
