date,rate
2009/1/1,-7.799993913
2010/1/1,4.5
2011/1/1,4.300029186
2012/1/1,4.024086157
2013/1/1,1.755422149
2014/1/1,0.736267221
2015/1/1,-1.972719226
2016/1/1,0.193690072
2017/1/1,1.825790064
2018/1/1,2.536331301
2019/1/1,1.341875441
